date,scenario,country,product,product_family,segment,units,list_price,discount_rate,gross_sales,discount_value,net_revenue,unit_cost,cogs,gross_profit,gross_margin_pct
2026-02-01,Latest Forecast,Norway,EdgeHub Pro,Control Systems,Systems Integrator,17,44200,0.090906,751400,68306.77,683093.23,24716.81,420185.77,262907.46,0.384878
2026-02-01,Latest Forecast,Norway,Sensor Lite,Sensor Systems,Distributor,72,4100,0.168765,295200,49819.43,245380.57,1642.61,118267.92,127112.65,0.518022
2026-02-01,Latest Forecast,Norway,Sensor Lite,Sensor Systems,Enterprise,130,4100,0.073684,533000,39273.57,493726.43,1642.61,213539.3,280187.13,0.567495
2026-02-01,Latest Forecast,Norway,Sensor Lite,Sensor Systems,SME,94,4100,0.055393,385400,21348.46,364051.54,1642.61,154405.34,209646.2,0.57587
2026-02-01,Latest Forecast,Norway,Sensor Lite,Sensor Systems,Systems Integrator,63,4100,0.096874,258300,25022.55,233277.45,1642.61,103484.43,129793.02,0.556389
2026-02-01,Latest Forecast,Norway,Sensor X,Sensor Systems,Distributor,54,8000,0.157831,432000,68182.99,363817.01,3416.81,184507.74,179309.27,0.492856
2026-02-01,Latest Forecast,Norway,Sensor X,Sensor Systems,Enterprise,131,8000,0.075076,1048000,78679.65,969320.35,3416.81,447602.11,521718.24,0.538231
2026-02-01,Latest Forecast,Norway,Sensor X,Sensor Systems,SME,73,8000,0.034497,584000,20146.25,563853.75,3416.81,249427.13,314426.62,0.557639
2026-02-01,Latest Forecast,Norway,Sensor X,Sensor Systems,Systems Integrator,49,8000,0.091363,392000,35814.3,356185.7,3416.81,167423.69,188762.01,0.529954
2026-02-01,Latest Forecast,Norway,Sensor X Pro,Sensor Systems,Distributor,38,12100,0.134879,459800,62017.36,397782.64,5529.4,210117.2,187665.44,0.471779
2026-02-01,Latest Forecast,Norway,Sensor X Pro,Sensor Systems,Enterprise,100,12100,0.062951,1210000,76170.71,1133829.29,5529.4,552940.0,580889.29,0.512325
2026-02-01,Latest Forecast,Norway,Sensor X Pro,Sensor Systems,SME,54,12100,0.026938,653400,17601.29,635798.71,5529.4,298587.6,337211.11,0.530374
2026-02-01,Latest Forecast,Norway,Sensor X Pro,Sensor Systems,Systems Integrator,31,12100,0.0972,375100,36459.72,338640.28,5529.4,171411.4,167228.88,0.493825
2026-02-01,Latest Forecast,Norway,Service Kit,Accessories & Services,Distributor,52,5050,0.142462,262600,37410.52,225189.48,1533.43,79738.36,145451.12,0.645905
2026-02-01,Latest Forecast,Norway,Service Kit,Accessories & Services,Enterprise,118,5050,0.071422,595900,42560.37,553339.63,1533.43,180944.74,372394.89,0.672995
2026-02-01,Latest Forecast,Norway,Service Kit,Accessories & Services,SME,74,5050,0.026331,373700,9839.89,363860.11,1533.43,113473.82,250386.29,0.688139
2026-02-01,Latest Forecast,Norway,Service Kit,Accessories & Services,Systems Integrator,48,5050,0.091801,242400,22252.56,220147.44,1533.43,73604.64,146542.8,0.665658
2026-02-01,Latest Forecast,Sweden,Connectivity Pack,Accessories & Services,Distributor,54,3000,0.16729,162000,27100.98,134899.02,894.01,48276.54,86622.48,0.642128
2026-02-01,Latest Forecast,Sweden,Connectivity Pack,Accessories & Services,Enterprise,88,3000,0.06389,264000,16866.96,247133.04,894.01,78672.88,168460.16,0.681658
2026-02-01,Latest Forecast,Sweden,Connectivity Pack,Accessories & Services,SME,66,3000,0.063791,198000,12630.62,185369.38,894.01,59004.66,126364.72,0.681691
2026-02-01,Latest Forecast,Sweden,Connectivity Pack,Accessories & Services,Systems Integrator,47,3000,0.104174,141000,14688.53,126311.47,894.01,42018.47,84293.0,0.667342
2026-02-01,Latest Forecast,Sweden,Control Mini,Control Systems,Distributor,40,14950,0.132822,598000,79427.56,518572.44,7699.59,307983.6,210588.84,0.406093
2026-02-01,Latest Forecast,Sweden,Control Mini,Control Systems,Enterprise,51,14950,0.071686,762450,54656.99,707793.01,7699.59,392679.09,315113.92,0.445206
2026-02-01,Latest Forecast,Sweden,Control Mini,Control Systems,SME,43,14950,0.040106,642850,25782.14,617067.86,7699.59,331082.37,285985.49,0.463459
2026-02-01,Latest Forecast,Sweden,Control Mini,Control Systems,Systems Integrator,27,14950,0.100151,403650,40425.95,363224.05,7699.59,207888.93,155335.12,0.427656
2026-02-01,Latest Forecast,Sweden,EdgeHub Core,Control Systems,Distributor,26,28900,0.119477,751400,89775.02,661624.98,15868.24,412574.24,249050.74,0.376423
2026-02-01,Latest Forecast,Sweden,EdgeHub Core,Control Systems,Enterprise,40,28900,0.058981,1156000,68182.04,1087817.96,15868.24,634729.6,453088.36,0.416511
2026-02-01,Latest Forecast,Sweden,EdgeHub Core,Control Systems,SME,26,28900,0.037179,751400,27936.3,723463.7,15868.24,412574.24,310889.46,0.429724
2026-02-01,Latest Forecast,Sweden,EdgeHub Core,Control Systems,Systems Integrator,19,28900,0.11667,549100,64063.5,485036.5,15868.24,301496.56,183539.94,0.378404
2026-02-01,Latest Forecast,Sweden,EdgeHub Pro,Control Systems,Distributor,19,43350,0.145181,823650,119578.33,704071.67,24644.98,468254.62,235817.05,0.334933
2026-02-01,Latest Forecast,Sweden,EdgeHub Pro,Control Systems,Enterprise,25,43350,0.047712,1083750,51707.88,1032042.12,24644.98,616124.5,415917.62,0.403005
2026-02-01,Latest Forecast,Sweden,EdgeHub Pro,Control Systems,SME,16,43350,0.03384,693600,23471.42,670128.58,24644.98,394319.68,275808.9,0.411576
2026-02-01,Latest Forecast,Sweden,EdgeHub Pro,Control Systems,Systems Integrator,11,43350,0.094344,476850,44987.94,431862.06,24644.98,271094.78,160767.28,0.372265
2026-02-01,Latest Forecast,Sweden,Sensor Lite,Sensor Systems,Distributor,79,4000,0.128164,316000,40499.82,275500.18,1689.56,133475.24,142024.94,0.515517
2026-02-01,Latest Forecast,Sweden,Sensor Lite,Sensor Systems,Enterprise,106,4000,0.081583,424000,34591.19,389408.81,1689.56,179093.36,210315.45,0.540089
2026-02-01,Latest Forecast,Sweden,Sensor Lite,Sensor Systems,SME,85,4000,0.043297,340000,14720.98,325279.02,1689.56,143612.6,181666.42,0.558494
2026-02-01,Latest Forecast,Sweden,Sensor Lite,Sensor Systems,Systems Integrator,69,4000,0.107582,276000,29692.63,246307.37,1689.56,116579.64,129727.73,0.52669
2026-02-01,Latest Forecast,Sweden,Sensor X,Sensor Systems,Distributor,66,7850,0.153515,518100,79536.12,438563.88,3430.95,226442.7,212121.18,0.483672
2026-02-01,Latest Forecast,Sweden,Sensor X,Sensor Systems,Enterprise,75,7850,0.065517,588750,38573.13,550176.87,3430.95,257321.25,292855.62,0.532294
2026-02-01,Latest Forecast,Sweden,Sensor X,Sensor Systems,SME,65,7850,0.060944,510250,31096.68,479153.32,3430.95,223011.75,256141.57,0.534571
2026-02-01,Latest Forecast,Sweden,Sensor X,Sensor Systems,Systems Integrator,43,7850,0.098478,337550,33241.25,304308.75,3430.95,147530.85,156777.9,0.515194
2026-02-01,Latest Forecast,Sweden,Sensor X Pro,Sensor Systems,Distributor,47,11850,0.130106,556950,72462.54,484487.46,5534.47,260120.09,224367.37,0.463103
2026-02-01,Latest Forecast,Sweden,Sensor X Pro,Sensor Systems,Enterprise,62,11850,0.080657,734700,59258.7,675441.3,5534.47,343137.14,332304.16,0.491981
2026-02-01,Latest Forecast,Sweden,Sensor X Pro,Sensor Systems,SME,42,11850,0.040001,497700,19908.5,477791.5,5534.47,232447.74,245343.76,0.513495
2026-02-01,Latest Forecast,Sweden,Sensor X Pro,Sensor Systems,Systems Integrator,36,11850,0.100875,426600,43033.28,383566.72,5534.47,199240.92,184325.8,0.480557
2026-02-01,Latest Forecast,Sweden,Service Kit,Accessories & Services,Distributor,50,4950,0.13061,247500,32325.98,215174.02,1564.1,78205.0,136969.02,0.63655
2026-02-01,Latest Forecast,Sweden,Service Kit,Accessories & Services,Enterprise,65,4950,0.070454,321750,22668.57,299081.43,1564.1,101666.5,197414.93,0.660071
2026-02-01,Latest Forecast,Sweden,Service Kit,Accessories & Services,SME,48,4950,0.044799,237600,10644.24,226955.76,1564.1,75076.8,151878.96,0.669201
2026-02-01,Latest Forecast,Sweden,Service Kit,Accessories & Services,Systems Integrator,31,4950,0.101011,153450,15500.14,137949.86,1564.1,48487.1,89462.76,0.648516
2026-02-01,Latest Forecast,United Kingdom,Connectivity Pack,Accessories & Services,Distributor,82,3200,0.12183,262400,31968.19,230431.81,891.61,73112.02,157319.79,0.682717
2026-02-01,Latest Forecast,United Kingdom,Connectivity Pack,Accessories & Services,Enterprise,114,3200,0.073748,364800,26903.27,337896.73,891.61,101643.54,236253.19,0.699188
2026-02-01,Latest Forecast,United Kingdom,Connectivity Pack,Accessories & Services,SME,64,3200,0.037539,204800,7687.99,197112.01,891.61,57063.04,140048.97,0.710504
2026-02-01,Latest Forecast,United Kingdom,Connectivity Pack,Accessories & Services,Systems Integrator,52,3200,0.101262,166400,16850.0,149550.0,891.61,46363.72,103186.28,0.689978
2026-02-01,Latest Forecast,United Kingdom,Control Mini,Control Systems,Distributor,42,15900,0.136712,667800,91296.27,576503.73,7866.88,330408.96,246094.77,0.426875
2026-02-01,Latest Forecast,United Kingdom,Control Mini,Control Systems,Enterprise,52,15900,0.066202,826800,54735.81,772064.19,7866.88,409077.76,362986.43,0.470151
2026-02-01,Latest Forecast,United Kingdom,Control Mini,Control Systems,SME,31,15900,0.04396,492900,21667.88,471232.12,7866.88,243873.28,227358.84,0.482477
2026-02-01,Latest Forecast,United Kingdom,Control Mini,Control Systems,Systems Integrator,30,15900,0.10662,477000,50857.74,426142.26,7866.88,236006.4,190135.86,0.446179
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Core,Control Systems,Distributor,32,30650,0.131019,980800,128503.44,852296.56,15519.84,496634.88,355661.68,0.417298
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Core,Control Systems,Enterprise,48,30650,0.063195,1471200,92972.48,1378227.52,15519.84,744952.32,633275.2,0.459485
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Core,Control Systems,SME,29,30650,0.049847,888850,44306.51,844543.49,15519.84,450075.36,394468.13,0.467079
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Core,Control Systems,Systems Integrator,26,30650,0.107562,796900,85716.16,711183.84,15519.84,403515.84,307668.0,0.432614
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Pro,Control Systems,Distributor,22,46000,0.123827,1012000,125312.92,886687.08,24670.83,542758.26,343928.82,0.387881
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Pro,Control Systems,Enterprise,35,46000,0.059018,1610000,95018.98,1514981.02,24670.83,863479.05,651501.97,0.43004
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Pro,Control Systems,SME,19,46000,0.021608,874000,18885.39,855114.61,24670.83,468745.77,386368.84,0.451833
2026-02-01,Latest Forecast,United Kingdom,EdgeHub Pro,Control Systems,Systems Integrator,16,46000,0.100672,736000,74094.59,661905.41,24670.83,394733.28,267172.13,0.403641
2026-02-01,Latest Forecast,United Kingdom,Sensor Lite,Sensor Systems,Distributor,94,4250,0.147645,399500,58984.18,340515.82,1671.29,157101.26,183414.56,0.538637
2026-02-01,Latest Forecast,United Kingdom,Sensor Lite,Sensor Systems,Enterprise,99,4250,0.079119,420750,33289.32,387460.68,1671.29,165457.71,222002.97,0.572969
2026-02-01,Latest Forecast,United Kingdom,Sensor Lite,Sensor Systems,SME,75,4250,0.051696,318750,16478.1,302271.9,1671.29,125346.75,176925.15,0.585318
2026-02-01,Latest Forecast,United Kingdom,Sensor Lite,Sensor Systems,Systems Integrator,76,4250,0.096382,323000,31131.39,291868.61,1671.29,127018.04,164850.57,0.564811
2026-02-01,Latest Forecast,United Kingdom,Sensor X,Sensor Systems,Distributor,68,8300,0.127878,564400,72174.34,492225.66,3435.76,233631.68,258593.98,0.525357
2026-02-01,Latest Forecast,United Kingdom,Sensor X,Sensor Systems,Enterprise,82,8300,0.065168,680600,44353.34,636246.66,3435.76,281732.32,354514.34,0.557196
2026-02-01,Latest Forecast,United Kingdom,Sensor X,Sensor Systems,SME,55,8300,0.034936,456500,15948.28,440551.72,3435.76,188966.8,251584.92,0.571068
2026-02-01,Latest Forecast,United Kingdom,Sensor X,Sensor Systems,Systems Integrator,45,8300,0.100728,373500,37621.91,335878.09,3435.76,154609.2,181268.89,0.539687
2026-02-01,Latest Forecast,United Kingdom,Sensor X Pro,Sensor Systems,Distributor,49,12600,0.154439,617400,95350.64,522049.36,5548.57,271879.93,250169.43,0.479206
2026-02-01,Latest Forecast,United Kingdom,Sensor X Pro,Sensor Systems,Enterprise,62,12600,0.075181,781200,58731.4,722468.6,5548.57,344011.34,378457.26,0.523839
2026-02-01,Latest Forecast,United Kingdom,Sensor X Pro,Sensor Systems,SME,32,12600,0.032756,403200,13207.22,389992.78,5548.57,177554.24,212438.54,0.544724
2026-02-01,Latest Forecast,United Kingdom,Sensor X Pro,Sensor Systems,Systems Integrator,37,12600,0.093271,466200,43482.94,422717.06,5548.57,205297.09,217419.97,0.514339
2026-02-01,Latest Forecast,United Kingdom,Service Kit,Accessories & Services,Distributor,60,5250,0.136112,315000,42875.28,272124.72,1538.19,92291.4,179833.32,0.660849
2026-02-01,Latest Forecast,United Kingdom,Service Kit,Accessories & Services,Enterprise,68,5250,0.091068,357000,32511.28,324488.72,1538.19,104596.92,219891.8,0.677656
2026-02-01,Latest Forecast,United Kingdom,Service Kit,Accessories & Services,SME,57,5250,0.028905,299250,8649.82,290600.18,1538.19,87676.83,202923.35,0.698291
2026-02-01,Latest Forecast,United Kingdom,Service Kit,Accessories & Services,Systems Integrator,49,5250,0.084552,257250,21751.0,235499.0,1538.19,75371.31,160127.69,0.679951
2026-03-01,Latest Forecast,Denmark,Connectivity Pack,Accessories & Services,Distributor,42,3100,0.15059,130200,19606.82,110593.18,924.5,38829.0,71764.18,0.648902
2026-03-01,Latest Forecast,Denmark,Connectivity Pack,Accessories & Services,Enterprise,79,3100,0.042492,244900,10406.29,234493.71,924.5,73035.5,161458.21,0.68854
2026-03-01,Latest Forecast,Denmark,Connectivity Pack,Accessories & Services,SME,47,3100,0.056609,145700,8247.93,137452.07,924.5,43451.5,94000.57,0.683879
2026-03-01,Latest Forecast,Denmark,Connectivity Pack,Accessories & Services,Systems Integrator,40,3100,0.091291,124000,11320.08,112679.92,924.5,36980.0,75699.92,0.671814
2026-03-01,Latest Forecast,Denmark,Control Mini,Control Systems,Distributor,26,15600,0.127645,405600,51772.81,353827.19,7778.17,202232.42,151594.77,0.428443
2026-03-01,Latest Forecast,Denmark,Control Mini,Control Systems,Enterprise,42,15600,0.075552,655200,49501.67,605698.33,7778.17,326683.14,279015.19,0.46065
2026-03-01,Latest Forecast,Denmark,Control Mini,Control Systems,SME,27,15600,0.028837,421200,12146.14,409053.86,7778.17,210010.59,199043.27,0.486594
2026-03-01,Latest Forecast,Denmark,Control Mini,Control Systems,Systems Integrator,23,15600,0.098626,358800,35387.01,323412.99,7778.17,178897.91,144515.08,0.446844
2026-03-01,Latest Forecast,Denmark,EdgeHub Core,Control Systems,Distributor,18,30150,0.123367,542700,66951.27,475748.73,15445.4,278017.2,197731.53,0.415622
2026-03-01,Latest Forecast,Denmark,EdgeHub Core,Control Systems,Enterprise,32,30150,0.060345,964800,58220.86,906579.14,15445.4,494252.8,412326.34,0.454816
2026-03-01,Latest Forecast,Denmark,EdgeHub Core,Control Systems,SME,21,30150,0.034837,633150,22057.05,611092.95,15445.4,324353.4,286739.55,0.469224
2026-03-01,Latest Forecast,Denmark,EdgeHub Core,Control Systems,Systems Integrator,14,30150,0.089496,422100,37776.26,384323.74,15445.4,216235.6,168088.14,0.437361
2026-03-01,Latest Forecast,Denmark,EdgeHub Pro,Control Systems,Distributor,11,45200,0.15244,497200,75793.17,421406.83,24594.51,270539.61,150867.22,0.358008
2026-03-01,Latest Forecast,Denmark,EdgeHub Pro,Control Systems,Enterprise,19,45200,0.060864,858800,52270.0,806530.0,24594.51,467295.69,339234.31,0.42061
2026-03-01,Latest Forecast,Denmark,EdgeHub Pro,Control Systems,SME,13,45200,0.02972,587600,17463.47,570136.53,24594.51,319728.63,250407.9,0.439207
2026-03-01,Latest Forecast,Denmark,EdgeHub Pro,Control Systems,Systems Integrator,9,45200,0.083506,406800,33970.24,372829.76,24594.51,221350.59,151479.17,0.406296
2026-03-01,Latest Forecast,Denmark,Sensor Lite,Sensor Systems,Distributor,55,4200,0.148371,231000,34273.7,196726.3,1652.99,90914.45,105811.85,0.537863
2026-03-01,Latest Forecast,Denmark,Sensor Lite,Sensor Systems,Enterprise,109,4200,0.053739,457800,24601.71,433198.29,1652.99,180175.91,253022.38,0.58408
2026-03-01,Latest Forecast,Denmark,Sensor Lite,Sensor Systems,SME,66,4200,0.045853,277200,12710.45,264489.55,1652.99,109097.34,155392.21,0.587517
2026-03-01,Latest Forecast,Denmark,Sensor Lite,Sensor Systems,Systems Integrator,46,4200,0.108342,193200,20931.67,172268.33,1652.99,76037.54,96230.79,0.55861
2026-03-01,Latest Forecast,Denmark,Sensor X,Sensor Systems,Distributor,40,8200,0.141442,328000,46392.98,281607.02,3424.49,136979.6,144627.42,0.513579
2026-03-01,Latest Forecast,Denmark,Sensor X,Sensor Systems,Enterprise,64,8200,0.056262,524800,29526.3,495273.7,3424.49,219167.36,276106.34,0.557482
2026-03-01,Latest Forecast,Denmark,Sensor X,Sensor Systems,SME,50,8200,0.016414,410000,6729.74,403270.26,3424.49,171224.5,232045.76,0.57541
2026-03-01,Latest Forecast,Denmark,Sensor X,Sensor Systems,Systems Integrator,39,8200,0.106646,319800,34105.39,285694.61,3424.49,133555.11,152139.5,0.532525
2026-03-01,Latest Forecast,Denmark,Sensor X Pro,Sensor Systems,Distributor,32,12350,0.141007,395200,55725.97,339474.03,5580.47,178575.04,160898.99,0.473966
2026-03-01,Latest Forecast,Denmark,Sensor X Pro,Sensor Systems,Enterprise,50,12350,0.069084,617500,42659.37,574840.63,5580.47,279023.5,295817.13,0.514607
2026-03-01,Latest Forecast,Denmark,Sensor X Pro,Sensor Systems,SME,28,12350,0.027263,345800,9427.55,336372.45,5580.47,156253.16,180119.29,0.535476
2026-03-01,Latest Forecast,Denmark,Sensor X Pro,Sensor Systems,Systems Integrator,21,12350,0.104225,259350,27030.75,232319.25,5580.47,117189.87,115129.38,0.495565
2026-03-01,Latest Forecast,Denmark,Service Kit,Accessories & Services,Distributor,38,5150,0.146091,195700,28590.01,167109.99,1527.72,58053.36,109056.63,0.652604
2026-03-01,Latest Forecast,Denmark,Service Kit,Accessories & Services,Enterprise,59,5150,0.065055,303850,19766.96,284083.04,1527.72,90135.48,193947.56,0.682714
2026-03-01,Latest Forecast,Denmark,Service Kit,Accessories & Services,SME,42,5150,0.039472,216300,8537.79,207762.21,1527.72,64164.24,143597.97,0.691165
2026-03-01,Latest Forecast,Denmark,Service Kit,Accessories & Services,Systems Integrator,28,5150,0.109452,144200,15782.98,128417.02,1527.72,42776.16,85640.86,0.666896
2026-03-01,Latest Forecast,Germany,Connectivity Pack,Accessories & Services,Distributor,177,2950,0.146911,522150,76709.58,445440.42,930.17,164640.09,280800.33,0.630388
2026-03-01,Latest Forecast,Germany,Connectivity Pack,Accessories & Services,Enterprise,116,2950,0.072264,342200,24728.74,317471.26,930.17,107899.72,209571.54,0.660128
2026-03-01,Latest Forecast,Germany,Connectivity Pack,Accessories & Services,SME,75,2950,0.040702,221250,9005.32,212244.68,930.17,69762.75,142481.93,0.67131
2026-03-01,Latest Forecast,Germany,Connectivity Pack,Accessories & Services,Systems Integrator,119,2950,0.115423,351050,40519.24,310530.76,930.17,110690.23,199840.53,0.643545
2026-03-01,Latest Forecast,Germany,Control Mini,Control Systems,Distributor,138,14700,0.136798,2028600,277508.42,1751091.58,7641.79,1054567.02,696524.56,0.397766
2026-03-01,Latest Forecast,Germany,Control Mini,Control Systems,Enterprise,64,14700,0.056806,940800,53443.08,887356.92,7641.79,489074.56,398282.36,0.448841
2026-03-01,Latest Forecast,Germany,Control Mini,Control Systems,SME,44,14700,0.034448,646800,22280.97,624519.03,7641.79,336238.76,288280.27,0.461604
2026-03-01,Latest Forecast,Germany,Control Mini,Control Systems,Systems Integrator,73,14700,0.106111,1073100,113867.71,959232.29,7641.79,557850.67,401381.62,0.41844
2026-03-01,Latest Forecast,Germany,EdgeHub Core,Control Systems,Distributor,101,28350,0.121411,2863350,347642.19,2515707.81,15887.05,1604592.05,911115.76,0.362171
2026-03-01,Latest Forecast,Germany,EdgeHub Core,Control Systems,Enterprise,67,28350,0.058969,1899450,112008.67,1787441.33,15887.05,1064432.35,723008.98,0.404494
2026-03-01,Latest Forecast,Germany,EdgeHub Core,Control Systems,SME,36,28350,0.053898,1020600,55008.3,965591.7,15887.05,571933.8,393657.9,0.407686
2026-03-01,Latest Forecast,Germany,EdgeHub Core,Control Systems,Systems Integrator,52,28350,0.086608,1474200,127677.51,1346522.49,15887.05,826126.6,520395.89,0.386474
2026-03-01,Latest Forecast,Germany,EdgeHub Pro,Control Systems,Distributor,63,42550,0.154577,2680650,414366.84,2266283.16,24186.55,1523752.65,742530.51,0.327642
2026-03-01,Latest Forecast,Germany,EdgeHub Pro,Control Systems,Enterprise,41,42550,0.094936,1744550,165620.6,1578929.4,24186.55,991648.55,587280.85,0.371949
2026-03-01,Latest Forecast,Germany,EdgeHub Pro,Control Systems,SME,25,42550,0.030469,1063750,32411.4,1031338.6,24186.55,604663.75,426674.85,0.41371
2026-03-01,Latest Forecast,Germany,EdgeHub Pro,Control Systems,Systems Integrator,41,42550,0.092489,1744550,161351.68,1583198.32,24186.55,991648.55,591549.77,0.373642
2026-03-01,Latest Forecast,Germany,Sensor Lite,Sensor Systems,Distributor,255,3950,0.139755,1007250,140768.22,866481.78,1659.85,423261.75,443220.03,0.511517
2026-03-01,Latest Forecast,Germany,Sensor Lite,Sensor Systems,Enterprise,152,3950,0.082299,600400,49412.32,550987.68,1659.85,252297.2,298690.48,0.5421
2026-03-01,Latest Forecast,Germany,Sensor Lite,Sensor Systems,SME,89,3950,0.038597,351550,13568.78,337981.22,1659.85,147726.65,190254.57,0.562915
2026-03-01,Latest Forecast,Germany,Sensor Lite,Sensor Systems,Systems Integrator,138,3950,0.105811,545100,57677.58,487422.42,1659.85,229059.3,258363.12,0.53006
2026-03-01,Latest Forecast,Germany,Sensor X,Sensor Systems,Distributor,191,7700,0.150249,1470700,220971.2,1249728.8,3466.09,662023.19,587705.61,0.470267
2026-03-01,Latest Forecast,Germany,Sensor X,Sensor Systems,Enterprise,103,7700,0.056707,793100,44974.32,748125.68,3466.09,357007.27,391118.41,0.522798
2026-03-01,Latest Forecast,Germany,Sensor X,Sensor Systems,SME,74,7700,0.051972,569800,29613.65,540186.35,3466.09,256490.66,283695.69,0.525181
2026-03-01,Latest Forecast,Germany,Sensor X,Sensor Systems,Systems Integrator,114,7700,0.10207,877800,89597.05,788202.95,3466.09,395134.26,393068.69,0.49869
2026-03-01,Latest Forecast,Germany,Sensor X Pro,Sensor Systems,Distributor,155,11650,0.127019,1805750,229364.56,1576385.44,5586.45,865899.75,710485.69,0.450706
2026-03-01,Latest Forecast,Germany,Sensor X Pro,Sensor Systems,Enterprise,94,11650,0.073367,1095100,80344.2,1014755.8,5586.45,525126.3,489629.5,0.48251
2026-03-01,Latest Forecast,Germany,Sensor X Pro,Sensor Systems,SME,58,11650,0.073198,675700,49459.89,626240.11,5586.45,324014.1,302226.01,0.482604
2026-03-01,Latest Forecast,Germany,Sensor X Pro,Sensor Systems,Systems Integrator,90,11650,0.090499,1048500,94888.2,953611.8,5586.45,502780.5,450831.3,0.472762
2026-03-01,Latest Forecast,Germany,Service Kit,Accessories & Services,Distributor,164,4850,0.132854,795400,105672.07,689727.93,1560.37,255900.68,433827.25,0.628983
2026-03-01,Latest Forecast,Germany,Service Kit,Accessories & Services,Enterprise,91,4850,0.074536,441350,32896.46,408453.54,1560.37,141993.67,266459.87,0.652363
2026-03-01,Latest Forecast,Germany,Service Kit,Accessories & Services,SME,61,4850,0.062107,295850,18374.36,277475.64,1560.37,95182.57,182293.07,0.65697
2026-03-01,Latest Forecast,Germany,Service Kit,Accessories & Services,Systems Integrator,99,4850,0.103694,480150,49788.67,430361.33,1560.37,154476.63,275884.7,0.641054
2026-03-01,Latest Forecast,Netherlands,Connectivity Pack,Accessories & Services,Distributor,94,3050,0.189815,286700,54419.96,232280.04,935.04,87893.76,144386.28,0.621604
2026-03-01,Latest Forecast,Netherlands,Connectivity Pack,Accessories & Services,Enterprise,87,3050,0.077669,265350,20609.47,244740.53,935.04,81348.48,163392.05,0.667613
2026-03-01,Latest Forecast,Netherlands,Connectivity Pack,Accessories & Services,SME,47,3050,0.03049,143350,4370.74,138979.26,935.04,43946.88,95032.38,0.683788
2026-03-01,Latest Forecast,Netherlands,Connectivity Pack,Accessories & Services,Systems Integrator,57,3050,0.112443,173850,19548.22,154301.78,935.04,53297.28,101004.5,0.654591
2026-03-01,Latest Forecast,Netherlands,Control Mini,Control Systems,Distributor,48,15150,0.146683,727200,106667.88,620532.12,7679.88,368634.24,251897.88,0.405939
2026-03-01,Latest Forecast,Netherlands,Control Mini,Control Systems,Enterprise,47,15150,0.0919,712050,65437.39,646612.61,7679.88,360954.36,285658.25,0.441776
2026-03-01,Latest Forecast,Netherlands,Control Mini,Control Systems,SME,30,15150,0.055832,454500,25375.64,429124.36,7679.88,230396.4,198727.96,0.463101
2026-03-01,Latest Forecast,Netherlands,Control Mini,Control Systems,Systems Integrator,27,15150,0.106478,409050,43554.83,365495.17,7679.88,207356.76,158138.41,0.432669
2026-03-01,Latest Forecast,Netherlands,EdgeHub Core,Control Systems,Distributor,30,29250,0.162594,877500,142676.23,734823.77,15642.55,469276.5,265547.27,0.361375
2026-03-01,Latest Forecast,Netherlands,EdgeHub Core,Control Systems,Enterprise,32,29250,0.063278,936000,59228.21,876771.79,15642.55,500561.6,376210.19,0.429086
2026-03-01,Latest Forecast,Netherlands,EdgeHub Core,Control Systems,SME,23,29250,0.046961,672750,31593.01,641156.99,15642.55,359778.65,281378.34,0.43886
2026-03-01,Latest Forecast,Netherlands,EdgeHub Core,Control Systems,Systems Integrator,20,29250,0.086871,585000,50819.54,534180.46,15642.55,312851.0,221329.46,0.414335
2026-03-01,Latest Forecast,Netherlands,EdgeHub Pro,Control Systems,Distributor,22,43850,0.155087,964700,149612.43,815087.57,24776.86,545090.92,269996.65,0.331249
2026-03-01,Latest Forecast,Netherlands,EdgeHub Pro,Control Systems,Enterprise,19,43850,0.079472,833150,66212.1,766937.9,24776.86,470760.34,296177.56,0.386182
2026-03-01,Latest Forecast,Netherlands,EdgeHub Pro,Control Systems,SME,12,43850,0.05302,526200,27899.12,498300.88,24776.86,297322.32,200978.56,0.403328
2026-03-01,Latest Forecast,Netherlands,EdgeHub Pro,Control Systems,Systems Integrator,13,43850,0.094162,570050,53677.05,516372.95,24776.86,322099.18,194273.77,0.376228
2026-03-01,Latest Forecast,Netherlands,Sensor Lite,Sensor Systems,Distributor,105,4050,0.1454,425250,61831.35,363418.65,1681.37,176543.85,186874.8,0.514214
2026-03-01,Latest Forecast,Netherlands,Sensor Lite,Sensor Systems,Enterprise,103,4050,0.071309,417150,29746.55,387403.45,1681.37,173181.11,214222.34,0.55297
2026-03-01,Latest Forecast,Netherlands,Sensor Lite,Sensor Systems,SME,69,4050,0.049106,279450,13722.67,265727.33,1681.37,116014.53,149712.8,0.563408
2026-03-01,Latest Forecast,Netherlands,Sensor Lite,Sensor Systems,Systems Integrator,59,4050,0.130646,238950,31217.86,207732.14,1681.37,99200.83,108531.31,0.522458
